1 alignments/orthologs0001.fas	OG0000534	Pa_1_90
451 alignments/orthologs0451.fas	OG0000987	Pa_1_5850
452 alignments/orthologs0452.fas	OG0000988	Pa_1_5870
453 alignments/orthologs0453.fas	OG0000989	Pa_1_5860
454 alignments/orthologs0454.fas	OG0000990	Pa_1_5880
455 alignments/orthologs0455.fas	OG0000991	Pa_1_5890
456 alignments/orthologs0456.fas	OG0000992	Pa_1_5900
457 alignments/orthologs0457.fas	OG0000993	Pa_1_5910
458 alignments/orthologs0458.fas	OG0000994	Pa_1_5915
459 alignments/orthologs0459.fas	OG0000995	Pa_1_5920
460 alignments/orthologs0460.fas	OG0000996	Pa_1_5927
461 alignments/orthologs0461.fas	OG0000997	Pa_1_5930
462 alignments/orthologs0462.fas	OG0000998	Pa_1_5950
463 alignments/orthologs0463.fas	OG0000999	Pa_1_5970
464 alignments/orthologs0464.fas	OG0001000	Pa_1_5980
465 alignments/orthologs0465.fas	OG0001001	Pa_1_6000
466 alignments/orthologs0466.fas	OG0001002	Pa_1_6010
467 alignments/orthologs0467.fas	OG0001003	Pa_1_6014
468 alignments/orthologs0468.fas	OG0001004	Pa_1_6030
469 alignments/orthologs0469.fas	OG0001005	Pa_1_6040
470 alignments/orthologs0470.fas	OG0001006	Pa_1_6050
471 alignments/orthologs0471.fas	OG0001007	Pa_1_6060
472 alignments/orthologs0472.fas	OG0001008	Pa_1_6070
473 alignments/orthologs0473.fas	OG0001009	Pa_1_6080
474 alignments/orthologs0474.fas	OG0001010	Pa_1_6090
475 alignments/orthologs0475.fas	OG0001011	Pa_1_6100
476 alignments/orthologs0476.fas	OG0001012	Pa_1_6110
477 alignments/orthologs0477.fas	OG0001013	Pa_1_6115
478 alignments/orthologs0478.fas	OG0001014	Pa_1_6120
479 alignments/orthologs0479.fas	OG0001015	Pa_1_6130
480 alignments/orthologs0480.fas	OG0001016	Pa_1_6140
481 alignments/orthologs0481.fas	OG0001017	Pa_1_6150
482 alignments/orthologs0482.fas	OG0001018	Pa_1_6160
483 alignments/orthologs0483.fas	OG0001019	Pa_1_6170
484 alignments/orthologs0484.fas	OG0001020	Pa_1_6180
485 alignments/orthologs0485.fas	OG0001021	Pa_1_6200
486 alignments/orthologs0486.fas	OG0001022	Pa_1_6190
487 alignments/orthologs0487.fas	OG0001023	Pa_1_6210
488 alignments/orthologs0488.fas	OG0001024	Pa_1_6220
489 alignments/orthologs0489.fas	OG0001025	Pa_1_6230
490 alignments/orthologs0490.fas	OG0001026	Pa_1_6240
491 alignments/orthologs0491.fas	OG0001027	Pa_1_6250
492 alignments/orthologs0492.fas	OG0001028	Pa_1_6260
493 alignments/orthologs0493.fas	OG0001029	Pa_1_6270
494 alignments/orthologs0494.fas	OG0001030	Pa_1_6280
495 alignments/orthologs0495.fas	OG0001031	Pa_1_6290
496 alignments/orthologs0496.fas	OG0001032	Pa_1_6300
497 alignments/orthologs0497.fas	OG0001033	Pa_1_6310
498 alignments/orthologs0498.fas	OG0001034	Pa_1_6320
499 alignments/orthologs0499.fas	OG0001035	Pa_1_6330
500 alignments/orthologs0500.fas	OG0001036	Pa_1_6340
501 alignments/orthologs0501.fas	OG0001037	Pa_1_6350
502 alignments/orthologs0502.fas	OG0001038	Pa_1_6360
503 alignments/orthologs0503.fas	OG0001039	Pa_1_6370
504 alignments/orthologs0504.fas	OG0001040	Pa_1_6380
505 alignments/orthologs0505.fas	OG0001041	Pa_1_6390
506 alignments/orthologs0506.fas	OG0001042	Pa_1_6400
507 alignments/orthologs0507.fas	OG0001043	Pa_1_6430
508 alignments/orthologs0508.fas	OG0001044	Pa_1_6440
509 alignments/orthologs0509.fas	OG0001045	Pa_1_6450
510 alignments/orthologs0510.fas	OG0001046	Pa_1_6460
511 alignments/orthologs0511.fas	OG0001047	Pa_1_6470
512 alignments/orthologs0512.fas	OG0001048	Pa_1_6480
513 alignments/orthologs0513.fas	OG0001049	Pa_1_6490
514 alignments/orthologs0514.fas	OG0001050	Pa_1_6500
515 alignments/orthologs0515.fas	OG0001051	Pa_1_6510
516 alignments/orthologs0516.fas	OG0001052	Pa_1_6520
517 alignments/orthologs0517.fas	OG0001053	Pa_1_6530
518 alignments/orthologs0518.fas	OG0001054	Pa_1_6540
519 alignments/orthologs0519.fas	OG0001055	Pa_1_6550
520 alignments/orthologs0520.fas	OG0001056	Pa_1_6560
521 alignments/orthologs0521.fas	OG0001057	Pa_1_6570
522 alignments/orthologs0522.fas	OG0001058	Pa_1_6580
523 alignments/orthologs0523.fas	OG0001059	Pa_1_6590
524 alignments/orthologs0524.fas	OG0001060	Pa_1_6595
525 alignments/orthologs0525.fas	OG0001061	Pa_1_6600
526 alignments/orthologs0526.fas	OG0001062	Pa_1_6610
527 alignments/orthologs0527.fas	OG0001063	Pa_1_6620
528 alignments/orthologs0528.fas	OG0001064	Pa_1_6630
529 alignments/orthologs0529.fas	OG0001065	Pa_1_6640
530 alignments/orthologs0530.fas	OG0001066	Pa_1_6650
531 alignments/orthologs0531.fas	OG0001067	Pa_1_6655
532 alignments/orthologs0532.fas	OG0001068	Pa_1_6660
533 alignments/orthologs0533.fas	OG0001069	Pa_1_6670
534 alignments/orthologs0534.fas	OG0001070	Pa_1_6675
535 alignments/orthologs0535.fas	OG0001071	Pa_1_6680
536 alignments/orthologs0536.fas	OG0001072	Pa_1_6690
537 alignments/orthologs0537.fas	OG0001073	Pa_1_6700
538 alignments/orthologs0538.fas	OG0001074	Pa_1_6710
539 alignments/orthologs0539.fas	OG0001075	Pa_1_6720
540 alignments/orthologs0540.fas	OG0001076	Pa_1_6730
541 alignments/orthologs0541.fas	OG0001077	Pa_1_6740
542 alignments/orthologs0542.fas	OG0001078	Pa_1_6750
543 alignments/orthologs0543.fas	OG0001079	Pa_1_6760
544 alignments/orthologs0544.fas	OG0001080	Pa_1_6770
545 alignments/orthologs0545.fas	OG0001081	Pa_1_6780
546 alignments/orthologs0546.fas	OG0001082	Pa_1_6790
547 alignments/orthologs0547.fas	OG0001083	Pa_1_6800
548 alignments/orthologs0548.fas	OG0001084	Pa_1_6810
549 alignments/orthologs0549.fas	OG0001085	Pa_1_6815
550 alignments/orthologs0550.fas	OG0001086	Pa_1_6830
551 alignments/orthologs0551.fas	OG0001087	Pa_1_6840
552 alignments/orthologs0552.fas	OG0001088	Pa_1_6850
553 alignments/orthologs0553.fas	OG0001089	Pa_1_6860
554 alignments/orthologs0554.fas	OG0001090	Pa_1_6870
555 alignments/orthologs0555.fas	OG0001091	Pa_1_6880
556 alignments/orthologs0556.fas	OG0001092	Pa_1_6885
557 alignments/orthologs0557.fas	OG0001093	Pa_1_6890
558 alignments/orthologs0558.fas	OG0001094	Pa_1_6900
559 alignments/orthologs0559.fas	OG0001095	Pa_1_6910
560 alignments/orthologs0560.fas	OG0001096	Pa_1_6930
561 alignments/orthologs0561.fas	OG0001097	Pa_1_6940
562 alignments/orthologs0562.fas	OG0001098	Pa_1_6968
563 alignments/orthologs0563.fas	OG0001099	Pa_1_6970
564 alignments/orthologs0564.fas	OG0001100	Pa_1_6980
565 alignments/orthologs0565.fas	OG0001101	Pa_1_6990
566 alignments/orthologs0566.fas	OG0001102	Pa_1_7000
567 alignments/orthologs0567.fas	OG0001103	Pa_1_7010
568 alignments/orthologs0568.fas	OG0001104	Pa_1_7020
569 alignments/orthologs0569.fas	OG0001105	Pa_1_7030
570 alignments/orthologs0570.fas	OG0001106	Pa_1_7040
571 alignments/orthologs0571.fas	OG0001107	Pa_1_7060
572 alignments/orthologs0572.fas	OG0001108	Pa_1_7050
573 alignments/orthologs0573.fas	OG0001109	Pa_1_7080
574 alignments/orthologs0574.fas	OG0001110	Pa_1_7090
575 alignments/orthologs0575.fas	OG0001111	Pa_1_7104
576 alignments/orthologs0576.fas	OG0001112	Pa_1_6948
577 alignments/orthologs0577.fas	OG0001113	Pa_1_6950
578 alignments/orthologs0578.fas	OG0001114	Pa_1_6960
579 alignments/orthologs0579.fas	OG0001115	Pa_1_6962
580 alignments/orthologs0580.fas	OG0001116	Pa_1_7110
581 alignments/orthologs0581.fas	OG0001117	Pa_1_7120
582 alignments/orthologs0582.fas	OG0001118	Pa_1_7140
583 alignments/orthologs0583.fas	OG0001119	Pa_1_7150
584 alignments/orthologs0584.fas	OG0001120	Pa_1_7155
585 alignments/orthologs0585.fas	OG0001121	Pa_1_7160
586 alignments/orthologs0586.fas	OG0001122	Pa_1_7180
587 alignments/orthologs0587.fas	OG0001123	Pa_1_7200
588 alignments/orthologs0588.fas	OG0001124	Pa_1_7210
589 alignments/orthologs0589.fas	OG0001125	Pa_1_7220
590 alignments/orthologs0590.fas	OG0001126	Pa_1_7230
591 alignments/orthologs0591.fas	OG0001127	Pa_1_7240
592 alignments/orthologs0592.fas	OG0001128	Pa_1_7250
593 alignments/orthologs0593.fas	OG0001129	Pa_1_7260
594 alignments/orthologs0594.fas	OG0001130	Pa_1_7270
595 alignments/orthologs0595.fas	OG0001131	Pa_1_7280
596 alignments/orthologs0596.fas	OG0001132	Pa_1_7285
597 alignments/orthologs0597.fas	OG0001133	Pa_1_7290
598 alignments/orthologs0598.fas	OG0001134	Pa_1_7300
599 alignments/orthologs0599.fas	OG0001135	Pa_1_7308
600 alignments/orthologs0600.fas	OG0001136	Pa_1_7310
601 alignments/orthologs0601.fas	OG0001137	Pa_1_7320
602 alignments/orthologs0602.fas	OG0001138	Pa_1_7340
603 alignments/orthologs0603.fas	OG0001139	Pa_1_7330
604 alignments/orthologs0604.fas	OG0001140	Pa_1_7345
605 alignments/orthologs0605.fas	OG0001141	Pa_1_7350
606 alignments/orthologs0606.fas	OG0001142	Pa_1_7360
607 alignments/orthologs0607.fas	OG0001143	Pa_1_7370
608 alignments/orthologs0608.fas	OG0001144	Pa_1_7380
609 alignments/orthologs0609.fas	OG0001145	Pa_1_7390
610 alignments/orthologs0610.fas	OG0001146	Pa_1_7400
611 alignments/orthologs0611.fas	OG0001147	Pa_1_7410
612 alignments/orthologs0612.fas	OG0001148	Pa_1_7420
613 alignments/orthologs0613.fas	OG0001149	Pa_1_7430
614 alignments/orthologs0614.fas	OG0001150	Pa_1_7440
615 alignments/orthologs0615.fas	OG0001151	Pa_1_7450
616 alignments/orthologs0616.fas	OG0001152	Pa_1_7460
617 alignments/orthologs0617.fas	OG0001153	Pa_1_7470
618 alignments/orthologs0618.fas	OG0001154	Pa_1_7490
619 alignments/orthologs0619.fas	OG0001155	Pa_1_7510
620 alignments/orthologs0620.fas	OG0001156	Pa_1_7530
621 alignments/orthologs0621.fas	OG0001157	Pa_1_7540
622 alignments/orthologs0622.fas	OG0001158	Pa_1_7560
623 alignments/orthologs0623.fas	OG0001159	Pa_1_7570
624 alignments/orthologs0624.fas	OG0001160	Pa_1_7580
625 alignments/orthologs0625.fas	OG0001161	Pa_1_7600
626 alignments/orthologs0626.fas	OG0001162	Pa_1_7605
627 alignments/orthologs0627.fas	OG0001163	Pa_1_7610
628 alignments/orthologs0628.fas	OG0001164	Pa_1_7620
629 alignments/orthologs0629.fas	OG0001165	Pa_1_7630
630 alignments/orthologs0630.fas	OG0001166	Pa_1_7640
631 alignments/orthologs0631.fas	OG0001167	Pa_1_7650
632 alignments/orthologs0632.fas	OG0001168	Pa_1_7660
633 alignments/orthologs0633.fas	OG0001169	Pa_1_7670
634 alignments/orthologs0634.fas	OG0001170	Pa_1_7680
635 alignments/orthologs0635.fas	OG0001171	Pa_1_7690
636 alignments/orthologs0636.fas	OG0001172	Pa_1_7700
637 alignments/orthologs0637.fas	OG0001173	Pa_1_7710
638 alignments/orthologs0638.fas	OG0001174	Pa_1_7720
639 alignments/orthologs0639.fas	OG0001175	Pa_1_7730
640 alignments/orthologs0640.fas	OG0001176	Pa_1_7740
641 alignments/orthologs0641.fas	OG0001177	Pa_1_7750
642 alignments/orthologs0642.fas	OG0001178	Pa_1_7760
643 alignments/orthologs0643.fas	OG0001179	Pa_1_7770
644 alignments/orthologs0644.fas	OG0001180	Pa_1_7780
645 alignments/orthologs0645.fas	OG0001181	Pa_1_7790
646 alignments/orthologs0646.fas	OG0001182	Pa_1_7797
647 alignments/orthologs0647.fas	OG0001183	Pa_1_7800
648 alignments/orthologs0648.fas	OG0001184	Pa_1_7810
649 alignments/orthologs0649.fas	OG0001185	Pa_1_7840
650 alignments/orthologs0650.fas	OG0001186	Pa_1_7850
651 alignments/orthologs0651.fas	OG0001187	Pa_1_7860
652 alignments/orthologs0652.fas	OG0001188	Pa_1_7870
653 alignments/orthologs0653.fas	OG0001189	Pa_1_7880
654 alignments/orthologs0654.fas	OG0001190	Pa_1_7895
655 alignments/orthologs0655.fas	OG0001191	Pa_1_7900
656 alignments/orthologs0656.fas	OG0001192	Pa_1_7910
657 alignments/orthologs0657.fas	OG0001193	Pa_1_7930
658 alignments/orthologs0658.fas	OG0001194	Pa_1_7940
659 alignments/orthologs0659.fas	OG0001195	Pa_1_7950
660 alignments/orthologs0660.fas	OG0001196	Pa_1_7960
661 alignments/orthologs0661.fas	OG0001197	Pa_1_7970
662 alignments/orthologs0662.fas	OG0001198	Pa_1_7980
663 alignments/orthologs0663.fas	OG0001199	Pa_1_7990
664 alignments/orthologs0664.fas	OG0001200	Pa_1_8000
665 alignments/orthologs0665.fas	OG0001201	Pa_1_8010
666 alignments/orthologs0666.fas	OG0001202	Pa_1_8020
667 alignments/orthologs0667.fas	OG0001203	Pa_1_8030
668 alignments/orthologs0668.fas	OG0001204	Pa_1_8040
669 alignments/orthologs0669.fas	OG0001205	Pa_1_8050
670 alignments/orthologs0670.fas	OG0001206	Pa_1_8060
671 alignments/orthologs0671.fas	OG0001207	Pa_1_8070
672 alignments/orthologs0672.fas	OG0001208	Pa_1_8090
673 alignments/orthologs0673.fas	OG0001209	Pa_1_8100
674 alignments/orthologs0674.fas	OG0001210	Pa_1_8110
675 alignments/orthologs0675.fas	OG0001211	Pa_1_8120
676 alignments/orthologs0676.fas	OG0001212	Pa_1_8125
677 alignments/orthologs0677.fas	OG0001213	Pa_1_8140
678 alignments/orthologs0678.fas	OG0001214	Pa_1_8160
679 alignments/orthologs0679.fas	OG0001215	Pa_1_8150
680 alignments/orthologs0680.fas	OG0001216	Pa_1_8170
681 alignments/orthologs0681.fas	OG0001217	Pa_1_8180
682 alignments/orthologs0682.fas	OG0001218	Pa_1_8190
683 alignments/orthologs0683.fas	OG0001219	Pa_1_8200
684 alignments/orthologs0684.fas	OG0001220	Pa_1_8210
685 alignments/orthologs0685.fas	OG0001221	Pa_1_8215
686 alignments/orthologs0686.fas	OG0001222	Pa_1_8230
687 alignments/orthologs0687.fas	OG0001223	Pa_1_8240
688 alignments/orthologs0688.fas	OG0001224	Pa_1_8250
689 alignments/orthologs0689.fas	OG0001225	Pa_1_8260
690 alignments/orthologs0690.fas	OG0001226	Pa_1_8270
691 alignments/orthologs0691.fas	OG0001227	Pa_1_8280
692 alignments/orthologs0692.fas	OG0001228	Pa_1_8287
693 alignments/orthologs0693.fas	OG0001229	Pa_1_8290
694 alignments/orthologs0694.fas	OG0001230	Pa_1_8300
695 alignments/orthologs0695.fas	OG0001231	Pa_1_8310
696 alignments/orthologs0696.fas	OG0001232	Pa_1_8320
697 alignments/orthologs0697.fas	OG0001233	Pa_1_8330
698 alignments/orthologs0698.fas	OG0001234	Pa_1_8340
699 alignments/orthologs0699.fas	OG0001235	Pa_1_8350
700 alignments/orthologs0700.fas	OG0001236	Pa_1_8360
701 alignments/orthologs0701.fas	OG0001237	Pa_1_8370
702 alignments/orthologs0702.fas	OG0001238	Pa_1_8380
703 alignments/orthologs0703.fas	OG0001239	Pa_1_8390
704 alignments/orthologs0704.fas	OG0001240	Pa_1_8400
705 alignments/orthologs0705.fas	OG0001241	Pa_1_8410
706 alignments/orthologs0706.fas	OG0001242	Pa_1_8420
707 alignments/orthologs0707.fas	OG0001243	Pa_1_8430
708 alignments/orthologs0708.fas	OG0001244	Pa_1_8440
709 alignments/orthologs0709.fas	OG0001245	Pa_1_8450
710 alignments/orthologs0710.fas	OG0001246	Pa_1_8460
711 alignments/orthologs0711.fas	OG0001247	Pa_1_8470
712 alignments/orthologs0712.fas	OG0001248	Pa_1_8475
713 alignments/orthologs0713.fas	OG0001249	Pa_1_8480
714 alignments/orthologs0714.fas	OG0001250	Pa_1_8490
715 alignments/orthologs0715.fas	OG0001251	Pa_1_8500
716 alignments/orthologs0716.fas	OG0001252	Pa_1_8510
717 alignments/orthologs0717.fas	OG0001253	Pa_1_8520
718 alignments/orthologs0718.fas	OG0001254	Pa_1_8530
719 alignments/orthologs0719.fas	OG0001255	Pa_1_8540
720 alignments/orthologs0720.fas	OG0001256	Pa_1_8545
721 alignments/orthologs0721.fas	OG0001257	Pa_1_8550
722 alignments/orthologs0722.fas	OG0001258	Pa_1_8560
723 alignments/orthologs0723.fas	OG0001259	Pa_1_8570
724 alignments/orthologs0724.fas	OG0001260	Pa_1_8575
725 alignments/orthologs0725.fas	OG0001261	Pa_1_8580
726 alignments/orthologs0726.fas	OG0001262	Pa_1_8590
727 alignments/orthologs0727.fas	OG0001263	Pa_1_8600
728 alignments/orthologs0728.fas	OG0001264	Pa_1_8610
729 alignments/orthologs0729.fas	OG0001265	Pa_1_8620
730 alignments/orthologs0730.fas	OG0001266	Pa_1_8630
731 alignments/orthologs0731.fas	OG0001267	Pa_1_8640
732 alignments/orthologs0732.fas	OG0001268	Pa_1_8650
733 alignments/orthologs0733.fas	OG0001269	Pa_1_8660
734 alignments/orthologs0734.fas	OG0001270	Pa_1_8670
735 alignments/orthologs0735.fas	OG0001271	Pa_1_8680
736 alignments/orthologs0736.fas	OG0001272	Pa_1_8690
737 alignments/orthologs0737.fas	OG0001273	Pa_1_8700
738 alignments/orthologs0738.fas	OG0001274	Pa_1_8710
739 alignments/orthologs0739.fas	OG0001275	Pa_1_8720
740 alignments/orthologs0740.fas	OG0001276	Pa_1_8730
741 alignments/orthologs0741.fas	OG0001277	Pa_1_8750
742 alignments/orthologs0742.fas	OG0001278	Pa_1_8760
743 alignments/orthologs0743.fas	OG0001279	Pa_1_8770
744 alignments/orthologs0744.fas	OG0001280	Pa_1_8788
745 alignments/orthologs0745.fas	OG0001281	Pa_1_8790
746 alignments/orthologs0746.fas	OG0001282	Pa_1_8810
747 alignments/orthologs0747.fas	OG0001283	Pa_1_8820
748 alignments/orthologs0748.fas	OG0001284	Pa_1_8830
749 alignments/orthologs0749.fas	OG0001285	Pa_1_8840
750 alignments/orthologs0750.fas	OG0001286	Pa_1_8850
751 alignments/orthologs0751.fas	OG0001287	Pa_1_8860
752 alignments/orthologs0752.fas	OG0001288	Pa_1_8870
753 alignments/orthologs0753.fas	OG0001289	Pa_1_8900
754 alignments/orthologs0754.fas	OG0001290	Pa_1_8910
755 alignments/orthologs0755.fas	OG0001291	Pa_1_8912
756 alignments/orthologs0756.fas	OG0001292	Pa_1_8915
757 alignments/orthologs0757.fas	OG0001293	Pa_1_8920
758 alignments/orthologs0758.fas	OG0001294	Pa_1_8940
759 alignments/orthologs0759.fas	OG0001295	Pa_1_8960
760 alignments/orthologs0760.fas	OG0001296	Pa_1_8970
761 alignments/orthologs0761.fas	OG0001297	Pa_1_8990
762 alignments/orthologs0762.fas	OG0001298	Pa_1_9000
763 alignments/orthologs0763.fas	OG0001299	Pa_1_9010
764 alignments/orthologs0764.fas	OG0001300	Pa_1_9020
765 alignments/orthologs0765.fas	OG0001301	Pa_1_9030
766 alignments/orthologs0766.fas	OG0001302	Pa_1_9035
767 alignments/orthologs0767.fas	OG0001303	Pa_1_9050
768 alignments/orthologs0768.fas	OG0001304	Pa_1_9040
769 alignments/orthologs0769.fas	OG0001305	Pa_1_9065
770 alignments/orthologs0770.fas	OG0001306	Pa_1_9070
771 alignments/orthologs0771.fas	OG0001307	Pa_1_9080
772 alignments/orthologs0772.fas	OG0001308	Pa_1_9090
773 alignments/orthologs0773.fas	OG0001309	Pa_1_9100
774 alignments/orthologs0774.fas	OG0001310	Pa_1_9110
775 alignments/orthologs0775.fas	OG0001311	Pa_1_9120
776 alignments/orthologs0776.fas	OG0001312	Pa_1_9130
777 alignments/orthologs0777.fas	OG0001313	Pa_1_9140
778 alignments/orthologs0778.fas	OG0001314	Pa_1_9160
779 alignments/orthologs0779.fas	OG0001315	Pa_1_9170
780 alignments/orthologs0780.fas	OG0001316	Pa_1_9175
781 alignments/orthologs0781.fas	OG0001317	Pa_1_9180
782 alignments/orthologs0782.fas	OG0001318	Pa_1_9200
783 alignments/orthologs0783.fas	OG0001319	Pa_1_9220
784 alignments/orthologs0784.fas	OG0001320	Pa_1_9230
785 alignments/orthologs0785.fas	OG0001321	Pa_1_9240
786 alignments/orthologs0786.fas	OG0001322	Pa_1_9250
787 alignments/orthologs0787.fas	OG0001323	Pa_1_9260
788 alignments/orthologs0788.fas	OG0001324	Pa_1_9270
789 alignments/orthologs0789.fas	OG0001325	Pa_1_9280
790 alignments/orthologs0790.fas	OG0001326	Pa_1_9290
791 alignments/orthologs0791.fas	OG0001327	Pa_1_9300
792 alignments/orthologs0792.fas	OG0001328	Pa_1_9310
793 alignments/orthologs0793.fas	OG0001329	Pa_1_9320
794 alignments/orthologs0794.fas	OG0001330	Pa_1_9340
795 alignments/orthologs0795.fas	OG0001331	Pa_1_9350
796 alignments/orthologs0796.fas	OG0001332	Pa_1_9360
797 alignments/orthologs0797.fas	OG0001333	Pa_1_9370
798 alignments/orthologs0798.fas	OG0001334	Pa_1_9380
799 alignments/orthologs0799.fas	OG0001335	Pa_1_9390
800 alignments/orthologs0800.fas	OG0001336	Pa_1_9400
801 alignments/orthologs0801.fas	OG0001337	Pa_1_9410
802 alignments/orthologs0802.fas	OG0001338	Pa_1_9420
803 alignments/orthologs0803.fas	OG0001339	Pa_1_9430
804 alignments/orthologs0804.fas	OG0001340	Pa_1_9445
805 alignments/orthologs0805.fas	OG0001341	Pa_1_9450
806 alignments/orthologs0806.fas	OG0001342	Pa_1_9460
807 alignments/orthologs0807.fas	OG0001343	Pa_1_9470
808 alignments/orthologs0808.fas	OG0001344	Pa_1_9490
809 alignments/orthologs0809.fas	OG0001345	Pa_1_9480
810 alignments/orthologs0810.fas	OG0001346	Pa_1_9500
811 alignments/orthologs0811.fas	OG0001347	Pa_1_9520
812 alignments/orthologs0812.fas	OG0001348	Pa_1_9530
813 alignments/orthologs0813.fas	OG0001349	Pa_1_9540
814 alignments/orthologs0814.fas	OG0001350	Pa_1_9550
815 alignments/orthologs0815.fas	OG0001351	Pa_1_9560
816 alignments/orthologs0816.fas	OG0001352	Pa_1_9580
817 alignments/orthologs0817.fas	OG0001353	Pa_1_9587
818 alignments/orthologs0818.fas	OG0001354	Pa_1_9590
819 alignments/orthologs0819.fas	OG0001355	Pa_1_9600
820 alignments/orthologs0820.fas	OG0001356	Pa_1_9605
821 alignments/orthologs0821.fas	OG0001357	Pa_1_9610
822 alignments/orthologs0822.fas	OG0001358	Pa_1_9620
823 alignments/orthologs0823.fas	OG0001359	Pa_1_9640
824 alignments/orthologs0824.fas	OG0001360	Pa_1_9650
825 alignments/orthologs0825.fas	OG0001361	Pa_1_9660
826 alignments/orthologs0826.fas	OG0001362	Pa_1_9670
827 alignments/orthologs0827.fas	OG0001363	Pa_1_9680
828 alignments/orthologs0828.fas	OG0001364	Pa_1_9685
829 alignments/orthologs0829.fas	OG0001365	Pa_1_9690
830 alignments/orthologs0830.fas	OG0001366	Pa_1_9700
831 alignments/orthologs0831.fas	OG0001367	Pa_1_9710
832 alignments/orthologs0832.fas	OG0001368	Pa_1_9730
833 alignments/orthologs0833.fas	OG0001369	Pa_1_9740
834 alignments/orthologs0834.fas	OG0001370	Pa_1_9745
835 alignments/orthologs0835.fas	OG0001371	Pa_1_9750
836 alignments/orthologs0836.fas	OG0001372	Pa_1_9760
837 alignments/orthologs0837.fas	OG0001373	Pa_1_9770
838 alignments/orthologs0838.fas	OG0001374	Pa_1_9780
839 alignments/orthologs0839.fas	OG0001375	Pa_1_9790
840 alignments/orthologs0840.fas	OG0001376	Pa_1_9800
841 alignments/orthologs0841.fas	OG0001377	Pa_1_9810
842 alignments/orthologs0842.fas	OG0001378	Pa_1_9820
843 alignments/orthologs0843.fas	OG0001379	Pa_1_9840
844 alignments/orthologs0844.fas	OG0001380	Pa_1_9850
845 alignments/orthologs0845.fas	OG0001381	Pa_1_9870
846 alignments/orthologs0846.fas	OG0001382	Pa_1_9890
847 alignments/orthologs0847.fas	OG0001383	Pa_1_9900
848 alignments/orthologs0848.fas	OG0001384	Pa_1_9910
849 alignments/orthologs0849.fas	OG0001385	Pa_1_9920
850 alignments/orthologs0850.fas	OG0001386	Pa_1_9930
851 alignments/orthologs0851.fas	OG0001387	Pa_1_9940
852 alignments/orthologs0852.fas	OG0001388	Pa_1_9950
